video_id,video_title,video_date,video_url,youtube_link,timecode,address,geocoded_address,event_type,description,lat,lon
qG_V6buzy6I,Дорожный патруль (18.06.2001),,https://www.youtube.com/watch?v=qG_V6buzy6I,https://www.youtube.com/watch?v=qG_V6buzy6I&t=35s,00:00:35,"Большой Черкизовской, Москва",,пожар,папиросой воскресенье вечером загорелась квартира в жилом доме на Большой Черкизовской улице здесь проживало 52-летняя Раиса Бородина Она часто пила...,,
qG_V6buzy6I,Дорожный патруль (18.06.2001),,https://www.youtube.com/watch?v=qG_V6buzy6I,https://www.youtube.com/watch?v=qG_V6buzy6I&t=66s,00:01:06,"Тимирязевской, Москва","Сквер на Тимирязевской, Тимирязевский район, Москва, Центральный федеральный округ, Россия",другое,на тушение квартиры в доме номер шесть на Тимирязевской улице квартира буквально до потолка была забита хламом который хозяин душевнобольной человек...,55.8154446,37.5634186
rZTYnbOnd8g,Дорожный патруль (20.06.2001),,https://www.youtube.com/watch?v=rZTYnbOnd8g,https://www.youtube.com/watch?v=rZTYnbOnd8g&t=11s,00:00:11,"Воронежской 36, Москва",,другое,на Воронежской улице обнаружены змеи в милицию поступила информация о том что на балконе одной из квартир в доме номер 36 жильцы обнаружили трех змей...,,
rZTYnbOnd8g,Дорожный патруль (20.06.2001),,https://www.youtube.com/watch?v=rZTYnbOnd8g,https://www.youtube.com/watch?v=rZTYnbOnd8g&t=109s,00:01:49,"судостроительной, Москва",,другое,на судостроительной улице произошло дорожно-транспортное происшествие один человек погиб в первом часу ночи автомобиль Волга совершил наэс на...,,
rZTYnbOnd8g,Дорожный патруль (20.06.2001),,https://www.youtube.com/watch?v=rZTYnbOnd8g,https://www.youtube.com/watch?v=rZTYnbOnd8g&t=258s,00:04:18,"яузской, Москва",,криминал,на яузской улице совершенно убийство во дворе дома номер шесть был убит генеральный директор фирмы сувениртранс Виктор гинза 34-летний...,,
txuZAZA1OTs,Дорожный патруль (21.06.2001),,https://www.youtube.com/watch?v=txuZAZA1OTs,https://www.youtube.com/watch?v=txuZAZA1OTs&t=0s,00:00:00,"стартовой, Москва",,другое,на стартовой улице произошло дорожно-транспортное происшествие пострадавших нет в 10 часов вечера,,
txuZAZA1OTs,Дорожный патруль (21.06.2001),,https://www.youtube.com/watch?v=txuZAZA1OTs,https://www.youtube.com/watch?v=txuZAZA1OTs&t=64s,00:01:04,"Шереметьевской, Москва","На Шереметьевской, 14-й проезд Марьиной Рощи, район Марьина Роща, Москва, Центральный федеральный округ, 127521, Россия",другое,на Шереметьевской улице произошло дорожно-транспортное происшествие пострадал один человек в половине первого ночи столкнулись автомобили Волга и...,55.8071792,37.6146461
txuZAZA1OTs,Дорожный патруль (21.06.2001),,https://www.youtube.com/watch?v=txuZAZA1OTs,https://www.youtube.com/watch?v=txuZAZA1OTs&t=261s,00:04:21,"Рязанском, Москва",,другое,та на Рязанском проспекте произошло дорожно-транспортное происшествие пострадали два человека днем в половине второго столкнулись автомобили УАЗ и...,,
mjRC_NGyH-I,Дорожный патруль (22.06.2001),,https://www.youtube.com/watch?v=mjRC_NGyH-I,https://www.youtube.com/watch?v=mjRC_NGyH-I&t=31s,00:00:31,"нашего магазина, Москва",,несчастный случай,сильным что легковая машина ушла под задний мост практически до лобового стекла в результате столкновения пассажирской иномарки от полученных травм...,,
mjRC_NGyH-I,Дорожный патруль (22.06.2001),,https://www.youtube.com/watch?v=mjRC_NGyH-I,https://www.youtube.com/watch?v=mjRC_NGyH-I&t=294s,00:04:54,"Шереметьевской, Москва","На Шереметьевской, 14-й проезд Марьиной Рощи, район Марьина Роща, Москва, Центральный федеральный округ, 127521, Россия",другое,на Шереметьевской улице произошло дорожно-транспортное происшествие пострадавших Нет около 6 часов вечера напротив гипермаркета стор столкнулись...,55.8071792,37.6146461
mjRC_NGyH-I,Дорожный патруль (22.06.2001),,https://www.youtube.com/watch?v=mjRC_NGyH-I,https://www.youtube.com/watch?v=mjRC_NGyH-I&t=366s,00:06:06,"Волгоградском, Москва",,несчастный случай,на Волгоградском проспекте произошел несчастный случай пострадал один человек вечером из окна пятого этажа дома номер четыре выпрыгнул молодой...,,
sv2hbhPdMtk,Дорожный патруль (23.06.2001),,https://www.youtube.com/watch?v=sv2hbhPdMtk,https://www.youtube.com/watch?v=sv2hbhPdMtk&t=89s,00:01:29,"мелитопольской 15, Москва",,пожар,на мелитопольской улице произошел пожар один человек погиб Примерно в три часа ночи в доме номер 15 загорелась квартира на десятом этаже запах Гарри,,
sv2hbhPdMtk,Дорожный патруль (23.06.2001),,https://www.youtube.com/watch?v=sv2hbhPdMtk,https://www.youtube.com/watch?v=sv2hbhPdMtk&t=265s,00:04:25,"Нахимовском, Москва","Центр дизайна и интерьера «Экспострой на Нахимовском», район Котловка, Москва, Центральный федеральный округ, Россия",другое,на Нахимовском проспекте произошел несчастный случай один человек погиб в,55.6720545,37.5852949
QSStm3IOicM,Дорожный патруль. Сводка за неделю (24.06.2001),,https://www.youtube.com/watch?v=QSStm3IOicM,https://www.youtube.com/watch?v=QSStm3IOicM&t=64s,00:01:04,"мелитопольской, Москва","Искусственное сооружение через железнодорожные пути Курского направления Московской железной дороги для соединения 2-ой Мелитопольской улицы с Веневской улицей, Бутово, район Южное Бутово, Москва, Центральный федеральный округ, Россия",пожар,заметая следы преступления злоумышленники подчас идут на разные ухищрения в субботу ночью в жилом доме на мелитопольской улице загорелась квартира...,55.5399768,37.5663302
QSStm3IOicM,Дорожный патруль. Сводка за неделю (24.06.2001),,https://www.youtube.com/watch?v=QSStm3IOicM,https://www.youtube.com/watch?v=QSStm3IOicM&t=189s,00:03:09,"Волгоградском, Москва",,несчастный случай,22 июня из окна пятого этажа жилого дома на Волгоградском проспекте выпрыгнул молодой человек Он упал на козырёк к подъезда получился трясение мозга...,,
QSStm3IOicM,Дорожный патруль. Сводка за неделю (24.06.2001),,https://www.youtube.com/watch?v=QSStm3IOicM,https://www.youtube.com/watch?v=QSStm3IOicM&t=249s,00:04:09,"Тимирязевской, Москва","Сквер на Тимирязевской, Тимирязевский район, Москва, Центральный федеральный округ, Россия",пожар,много раз выезжали квартир загоревшихся жильцов в понедельник Пожар начался в доме номер шесть на Тимирязевской улице одна из квартир буквально до...,55.8154446,37.5634186
QSStm3IOicM,Дорожный патруль. Сводка за неделю (24.06.2001),,https://www.youtube.com/watch?v=QSStm3IOicM,https://www.youtube.com/watch?v=QSStm3IOicM&t=447s,00:07:27,"Рязанском, Москва",,другое,четверг на Рязанском проспекте водители аудио Обогнал ехавшие в крайнем левом ряду микроавтобус и резко затормозил водитель микроавтобуса тоже...,,
25TSgYqNCO0,Дорожный патруль (25.06.2001),,https://www.youtube.com/watch?v=25TSgYqNCO0,https://www.youtube.com/watch?v=25TSgYqNCO0&t=155s,00:02:35,"дивана который, Москва",,другое,первоначальное горение началось в комнате это однокомнатной квартиры приблизительно в районе дивана который располагается в угол в центре комнаты по,,
25TSgYqNCO0,Дорожный патруль (25.06.2001),,https://www.youtube.com/watch?v=25TSgYqNCO0,https://www.youtube.com/watch?v=25TSgYqNCO0&t=231s,00:03:51,"озера Бездонное, Москва",,другое,помощи выделение милиции мальчик рассказал что в районе озера Бездонное он познакомился с мужчиной который представился ему,,
25TSgYqNCO0,Дорожный патруль (25.06.2001),,https://www.youtube.com/watch?v=25TSgYqNCO0,https://www.youtube.com/watch?v=25TSgYqNCO0&t=412s,00:06:52,"тагильской, Москва",,другое,на тагильской улице произошло дорожно-транспортное происшествие пострадал один человек днем около 5 часов автомобиль Suzuki balena врезался в...,,
U_JITyDm3b4,Дорожный патруль (26.06.2001),,https://www.youtube.com/watch?v=U_JITyDm3b4,https://www.youtube.com/watch?v=U_JITyDm3b4&t=13s,00:00:13,"кинотеатра Еревана, Москва",,другое,Бескудниково задержан мужчина подозреваемый в совершении изнасилования милиция обратилась молодая женщина и сообщила что была изнасилована в районе...,,
U_JITyDm3b4,Дорожный патруль (26.06.2001),,https://www.youtube.com/watch?v=U_JITyDm3b4,https://www.youtube.com/watch?v=U_JITyDm3b4&t=179s,00:02:59,"Щелковском шоссе, Москва","Школа №1352 (корпус на Щёлковском шс., 79А), Щёлковское шоссе (дублёр), район Гольяново, Москва, Центральный федеральный округ, 105215, Россия",другое,на Щелковском шоссе произошло дорожно-транспортное происшествие пострадал один человек шесть часов вечера столкнулись два автомобиля Жигули 9 модели...,55.813161,37.8077149
efB-CI4I2oo,Дорожный патруль (27.06.2001),27.06.2001,https://www.youtube.com/watch?v=efB-CI4I2oo,https://www.youtube.com/watch?v=efB-CI4I2oo&t=3s,00:00:03,"Павелецкая набережная, дом 8, Москва","Павелецкая набережная, Даниловский район, Москва, Центральный федеральный округ, 115114, Россия",ДТП,"Столкновение Москвича и Мерседеса, погиб пассажир Виталий Петровичев",55.709031,37.6472441
efB-CI4I2oo,Дорожный патруль (27.06.2001),27.06.2001,https://www.youtube.com/watch?v=efB-CI4I2oo,https://www.youtube.com/watch?v=efB-CI4I2oo&t=70s,00:01:10,"Зубовский бульвар, дом 2, Москва","13 с2, Зубовский бульвар, 540, район Хамовники, Москва, Центральный федеральный округ, 119034, Россия",ДТП,"Столкновение Volkswagen Passat и Skoda, перевернулась Skoda",55.7354604,37.5923058
efB-CI4I2oo,Дорожный патруль (27.06.2001),27.06.2001,https://www.youtube.com/watch?v=efB-CI4I2oo,https://www.youtube.com/watch?v=efB-CI4I2oo&t=172s,00:02:52,"Широкая улица, дом 20, Москва","20, Широкая улица, район Северное Медведково, Москва, Центральный федеральный округ, 127224, Россия",криминал,"Убиты 18-летняя Ольга Постовая и Дмитрий Гуськов, ножевые ранения",55.8870065,37.6674761
efB-CI4I2oo,Дорожный патруль (27.06.2001),27.06.2001,https://www.youtube.com/watch?v=efB-CI4I2oo,https://www.youtube.com/watch?v=efB-CI4I2oo&t=377s,00:06:17,"Ильинская улица, дом 8, Москва","Ильинская улица, Изварино, район Внуково, Москва, Центральный федеральный округ, 142750, Россия",криминал,"Убийство: Николай Варфоломеев (74 года) убил жену и её сестру, затем спрыгнул с 14-го этажа",55.6229157,37.2568926
efB-CI4I2oo,Дорожный патруль (27.06.2001),27.06.2001,https://www.youtube.com/watch?v=efB-CI4I2oo,https://www.youtube.com/watch?v=efB-CI4I2oo&t=467s,00:07:47,"Крымский Вал, дом 8, квартира 44, Москва","8 к2, улица Крымский Вал, район Якиманка, Москва, Центральный федеральный округ, 119049, Россия",пожар,Возгорание при сварочных работах в ванной комнате квартиры 44,55.7323684,37.6084015
Vd409hbxjWE,Дорожный патруль (28.06.2001),28.06.2001,https://www.youtube.com/watch?v=Vd409hbxjWE,https://www.youtube.com/watch?v=Vd409hbxjWE&t=0s,00:00:00,"Волгоградский проспект, дом 5, Москва","5, Волгоградский проспект, Таганский район, Москва, Центральный федеральный округ, 109044, Россия",криминал,"Разбойное нападение в лифте, мужчина выпрыгнул из окна, Василий Шилоганов (22 года)",55.7320133,37.6727541
Vd409hbxjWE,Дорожный патруль (28.06.2001),28.06.2001,https://www.youtube.com/watch?v=Vd409hbxjWE,https://www.youtube.com/watch?v=Vd409hbxjWE&t=120s,00:02:00,"101-й км Московской кольцевой автодороги, Москва",,ДТП,"Жигули врезались в экскаватор, буксируемый Камазом, водитель сломал обе ноги",,
Vd409hbxjWE,Дорожный патруль (28.06.2001),28.06.2001,https://www.youtube.com/watch?v=Vd409hbxjWE,https://www.youtube.com/watch?v=Vd409hbxjWE&t=223s,00:03:43,"Живописная улица, Москва","Живописная улица, район Хорошёво-Мнёвники, Москва, Центральный федеральный округ, 123103, Россия",пожар,"Кафе загорелось от короткого замыкания электропроводки, площадь 250 кв.м",55.790466,37.4544281
Vd409hbxjWE,Дорожный патруль (28.06.2001),28.06.2001,https://www.youtube.com/watch?v=Vd409hbxjWE,https://www.youtube.com/watch?v=Vd409hbxjWE&t=318s,00:05:18,"Улица Речников, дом 19, Москва","Бизнес-центр ""Речники"", 19, улица Речников, Нагатино, Коломенка, район Нагатинский Затон, Москва, Центральный федеральный округ, 115407, Россия",ДТП,"Столкновение микроавтобуса УАЗ, Жигулей 5 и 6 модели, пострадал водитель Жигулей-6",55.6801215,37.6915364
Vd409hbxjWE,Дорожный патруль (28.06.2001),28.06.2001,https://www.youtube.com/watch?v=Vd409hbxjWE,https://www.youtube.com/watch?v=Vd409hbxjWE&t=372s,00:06:12,"Улица Намёткина, около Воронцовского парка, Москва","улица Намёткина, Обручевский район, Москва, Центральный федеральный округ, 117420, Россия",криминал,"Найден труп мужчины в колодце, завёрнут в плед, убит несколько месяцев назад",55.6656561,37.5444809
Vd409hbxjWE,Дорожный патруль (28.06.2001),28.06.2001,https://www.youtube.com/watch?v=Vd409hbxjWE,https://www.youtube.com/watch?v=Vd409hbxjWE&t=439s,00:07:19,"38-й км Московской кольцевой автодороги, Москва",,ДТП,"Столкновение Skoda Octavia, Газели и Жигулей-99, пассажир получил перелом позвоночника",,
9-gCu8cNBes,Дорожный патруль (29.06.2001),29.06.2001,https://www.youtube.com/watch?v=9-gCu8cNBes,https://www.youtube.com/watch?v=9-gCu8cNBes&t=4s,00:00:04,"Проспект Мира, у Крестовского моста, Москва","Проспект Мира, улица Гиляровского, Мещанский район, Москва, Центральный федеральный округ, 129090, Россия",ДТП,Столкновение двух Жигулей и двух Волг на Проспекте Мира,55.7796332,37.6317532
9-gCu8cNBes,Дорожный патруль (29.06.2001),29.06.2001,https://www.youtube.com/watch?v=9-gCu8cNBes,https://www.youtube.com/watch?v=9-gCu8cNBes&t=263s,00:04:23,"Ярославское шоссе, дом 115, Москва","SPAR, 115, Ярославское шоссе (дублёр), Ярославский район, Москва, Центральный федеральный округ, 129347, Россия",ДТП,"Столкновение двух Волг, пассажирка получила травму",55.8718024,37.7109329
9-gCu8cNBes,Дорожный патруль (29.06.2001),29.06.2001,https://www.youtube.com/watch?v=9-gCu8cNBes,https://www.youtube.com/watch?v=9-gCu8cNBes&t=338s,00:05:38,"Рязанский проспект, пересечение с Луховицкой улицей, Москва","Рязанский проспект, Рязанский район, Москва, Центральный федеральный округ, 109456, Россия",ДТП,"Столкновение двух Жигулей-4, пассажир госпитализирован с переломом руки",55.716947,37.7933151
9-gCu8cNBes,Дорожный патруль (29.06.2001),29.06.2001,https://www.youtube.com/watch?v=9-gCu8cNBes,https://www.youtube.com/watch?v=9-gCu8cNBes&t=444s,00:07:24,"Вишняковская улица, выхинский продовольственный рынок, Москва","Вишняковская улица, Маврино, городской округ Щёлково, Московская область, Центральный федеральный округ, Россия",криминал,"Убийство 43-летнего Игоря Моисеенко в бильярдной, удар осколком по бедру",56.1332845,38.3584697
9-gCu8cNBes,Дорожный патруль (29.06.2001),29.06.2001,https://www.youtube.com/watch?v=9-gCu8cNBes,https://www.youtube.com/watch?v=9-gCu8cNBes&t=512s,00:08:32,"Комсомольский проспект, пересечение со второй Фрунзенской улицей, Москва","Комсомольский проспект (дублёр), район Хамовники, Москва, Центральный федеральный округ, 119034, Россия",ДТП,"Столкновение Audi и Жигулей-4, опрокидывание, двое пассажиров пострадали",55.7352393,37.5939531
ztmoHjVCOUA,Дорожный патруль (30.06.2001),30.06.2001,https://www.youtube.com/watch?v=ztmoHjVCOUA,https://www.youtube.com/watch?v=ztmoHjVCOUA&t=3s,00:00:03,"Улица Рогова, гаражный кооператив, Москва","улица Рогова, Октябрьское Поле, район Щукино, Москва, Центральный федеральный округ, 123098, Россия",пожар,"Пожар в боксе автосервиса, неисправность электропроводки, уничтожено 6 машин",55.7960477,37.4601674
ztmoHjVCOUA,Дорожный патруль (30.06.2001),30.06.2001,https://www.youtube.com/watch?v=ztmoHjVCOUA,https://www.youtube.com/watch?v=ztmoHjVCOUA&t=188s,00:03:08,"Хорошовское шоссе, дом 9, Москва",,ДТП,"BMW врезалась в Жигули-7, повреждено левое переднее колесо иномарки",,
ztmoHjVCOUA,Дорожный патруль (30.06.2001),30.06.2001,https://www.youtube.com/watch?v=ztmoHjVCOUA,https://www.youtube.com/watch?v=ztmoHjVCOUA&t=299s,00:04:59,"Нагатинская набережная, дом 14, Москва","Нагатинская набережная, Коломенка, район Нагатинский Затон, Москва, Центральный федеральный округ, 115470, Россия",ДТП,"Жигули-9 столкнулась с Жигулями-7, девушка 19 лет получила сотрясение мозга",55.687672,37.6775067
ztmoHjVCOUA,Дорожный патруль (30.06.2001),30.06.2001,https://www.youtube.com/watch?v=ztmoHjVCOUA,https://www.youtube.com/watch?v=ztmoHjVCOUA&t=416s,00:06:56,"Конный переулок, Московский карбюраторный завод, Москва","Конный переулок, Донской район, Москва, Центральный федеральный округ, 115162, Россия",пожар,"Пожар в деревянном здании цеха, площадь 350 кв.м",55.7211262,37.6133857
ztmoHjVCOUA,Дорожный патруль (30.06.2001),30.06.2001,https://www.youtube.com/watch?v=ztmoHjVCOUA,https://www.youtube.com/watch?v=ztmoHjVCOUA&t=503s,00:08:23,"Ярославское шоссе, дом 28, Москва","Ярославское шоссе, Ярославский район, Москва, Центральный федеральный округ, 129337, Россия",ДТП,"Жигули-99 столкнулись с Ford на встречной полосе, в машине двое детей",55.8653274,37.701726
S5rpjSPxI-k,Дорожный патруль. Сводка за неделю (01.07.2001),01.07.2001,https://www.youtube.com/watch?v=S5rpjSPxI-k,https://www.youtube.com/watch?v=S5rpjSPxI-k&t=564s,00:09:24,"Улица Обручева, пруд около дома 4, Москва","улица Обручева, район Черёмушки, Москва, Центральный федеральный округ, 117246, Россия",несчастный случай,Утонул 29-летний Павел Сорокин при купании в нетрезвом состоянии,55.6517692,37.5497098
diWwfGARM5I,Дорожный патруль (02.07.2001),02.07.2001,https://www.youtube.com/watch?v=diWwfGARM5I,https://www.youtube.com/watch?v=diWwfGARM5I&t=7s,00:00:07,"6-й км Московской кольцевой автодороги, Москва",,ДТП,"Жигули-9 перевернулась, погибла пассажирка",,
diWwfGARM5I,Дорожный патруль (02.07.2001),02.07.2001,https://www.youtube.com/watch?v=diWwfGARM5I,https://www.youtube.com/watch?v=diWwfGARM5I&t=113s,00:01:53,"Семеновская набережная, дом 3, квартира 108, 9-й этаж, Москва","3, Семёновская набережная, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105094, Россия",пожар,"Пожар в 4-комнатной квартире, возгорание 15 кв.м",55.7808861,37.7036212
diWwfGARM5I,Дорожный патруль (02.07.2001),02.07.2001,https://www.youtube.com/watch?v=diWwfGARM5I,https://www.youtube.com/watch?v=diWwfGARM5I&t=213s,00:03:33,"Путепровод Саволовский, Москва",,ДТП,"Столкновение Москвича и Лексуса, пассажирка получила ушибы",,
5wAPWONKDvo,Дорожный патруль (03.07.2001),03.07.2001,https://www.youtube.com/watch?v=5wAPWONKDvo,https://www.youtube.com/watch?v=5wAPWONKDvo&t=4s,00:00:04,"Филёвский бульвар, дом 17, Москва","Филёвский бульвар, Филёвская пойма, район Филёвский Парк, Москва, Центральный федеральный округ, 121601, Россия",несчастный случай,"Найден труп дворника Сергея Федорищева (38 лет), задохнулся в алкогольном опьянении",55.7634224,37.4917732
5wAPWONKDvo,Дорожный патруль (03.07.2001),03.07.2001,https://www.youtube.com/watch?v=5wAPWONKDvo,https://www.youtube.com/watch?v=5wAPWONKDvo&t=73s,00:01:13,"Первый квартал Капотни, дом 13, квартира 2, 1-й этаж, Москва",,криминал,"Убийство Валерия Королёва инвалида пьяной компанией ударили камнем, подожгли",,
5wAPWONKDvo,Дорожный патруль (03.07.2001),03.07.2001,https://www.youtube.com/watch?v=5wAPWONKDvo,https://www.youtube.com/watch?v=5wAPWONKDvo&t=201s,00:03:21,"Большая Садовая улица, дом 4, Москва","Особняк Шехтеля, 4 с1, Большая Садовая улица, 48, Пресненский район, Москва, Центральный федеральный округ, 123001, Россия",ДТП,"Жигули-99 перевернулась, Mercedes и Saab скрылись",55.7659779,37.5915739
5wAPWONKDvo,Дорожный патруль (03.07.2001),03.07.2001,https://www.youtube.com/watch?v=5wAPWONKDvo,https://www.youtube.com/watch?v=5wAPWONKDvo&t=254s,00:04:14,"Новинский бульвар, дом 17, тоннель, Москва","Новинский бульвар, район Арбат, Москва, Центральный федеральный округ, 127025, Россия",ДТП,"BMW врезалась в фонарный столб, возможно алкогольное опьянение водителя",55.7562732,37.5841917
5wAPWONKDvo,Дорожный патруль (03.07.2001),03.07.2001,https://www.youtube.com/watch?v=5wAPWONKDvo,https://www.youtube.com/watch?v=5wAPWONKDvo&t=322s,00:05:22,"Улица Сретенка, психолого-педагогический институт, Москва","улица Сретенка, Мещанский район, Москва, Центральный федеральный округ, 107045, Россия",пожар,"Пожар на чердаке строящегося здания, площадь 80 кв.м, от сварочных работ",55.7706977,37.6324537
5wAPWONKDvo,Дорожный патруль (03.07.2001),03.07.2001,https://www.youtube.com/watch?v=5wAPWONKDvo,https://www.youtube.com/watch?v=5wAPWONKDvo&t=392s,00:06:32,"Олимпийский проспект, дом 24, 11-й этаж, Москва","24, Олимпийский проспект, Мещанский район, Москва, Центральный федеральный округ, 129272, Россия",пожар,"Пожар от взрыва телевизора, площадь 30 кв.м, хозяйка 80 лет Евгения Ленская",55.78914,37.6230164
N-EveJx3yWg,Дорожный патруль (04.07.2001),04.07.2001,https://www.youtube.com/watch?v=N-EveJx3yWg,https://www.youtube.com/watch?v=N-EveJx3yWg&t=4s,00:00:04,"Ленинградское шоссе, станция метро Речной Вокзал, Москва","Ленинградское шоссе, Новосёлки, Молжаниновский район, Новоподрезково, Москва, Центральный федеральный округ, 141408, Россия",ДТП,"Mercedes врезалась в Жигули-7, водитель Жигулей погиб от полученных травм",55.931389,37.3775133
N-EveJx3yWg,Дорожный патруль (04.07.2001),04.07.2001,https://www.youtube.com/watch?v=N-EveJx3yWg,https://www.youtube.com/watch?v=N-EveJx3yWg&t=242s,00:04:02,"Улица Ватутина, дом 5, 1-й этаж, Москва","5 к2, улица Ватутина, Давыдково, район Фили-Давыдково, Москва, Центральный федеральный округ, 121357, Россия",криминал,"Убиты 22-летний Алексей Маркин и его гости, более 100 ударов ножом",55.7213219,37.4575277
LTIQ9LnXjDM,Дорожный патруль (05.07.2001),05.07.2001,https://www.youtube.com/watch?v=LTIQ9LnXjDM,https://www.youtube.com/watch?v=LTIQ9LnXjDM&t=0s,00:00:00,"Новокосинская улица, дом 17, Москва","Новокосинская улица, район Новокосино, Москва, Центральный федеральный округ, 111673, Россия",ДТП,"Волга сбила пешехода, 76-летняя Лидия Морозова погибла от травмы",55.7406197,37.8606057
LTIQ9LnXjDM,Дорожный патруль (05.07.2001),05.07.2001,https://www.youtube.com/watch?v=LTIQ9LnXjDM,https://www.youtube.com/watch?v=LTIQ9LnXjDM&t=228s,00:03:48,"Рязанский проспект, улица Академика Скрябина, Москва","Рязанский проспект, Рязанский район, Москва, Центральный федеральный округ, 109456, Россия",ДТП,"BMW столкнулась с Волгой, BMW загорелась, пассажирка выпала на проезжую",55.716947,37.7933151
LTIQ9LnXjDM,Дорожный патруль (05.07.2001),05.07.2001,https://www.youtube.com/watch?v=LTIQ9LnXjDM,https://www.youtube.com/watch?v=LTIQ9LnXjDM&t=356s,00:05:56,"Улица Земляной Вал, тоннель у Таганской площади, Москва","улица Земляной Вал, Таганский район, Москва, Центральный федеральный округ, 105120, Россия",ДТП,"BMW врезалась в уборочную машину, пассажир BMW погиб",55.7501087,37.6557255
LTIQ9LnXjDM,Дорожный патруль (05.07.2001),05.07.2001,https://www.youtube.com/watch?v=LTIQ9LnXjDM,https://www.youtube.com/watch?v=LTIQ9LnXjDM&t=448s,00:07:28,"Нахимовский проспект, дом 63, во дворе, Москва","63, Нахимовский проспект, район Черёмушки, Москва, Центральный федеральный округ, 117335, Россия",коммунальная авария,Тополь упал на гараж-ракушку и три припаркованные машины,55.6795321,37.5590286
rI9gYxmhGXY,Дорожный патруль (06.07.2001),06.07.2001,https://www.youtube.com/watch?v=rI9gYxmhGXY,https://www.youtube.com/watch?v=rI9gYxmhGXY&t=12s,00:00:12,"Проспект Мира, Северянинский мост, Москва","Проспект Мира, улица Гиляровского, Мещанский район, Москва, Центральный федеральный округ, 129090, Россия",ДТП,"МАЗ зацепил Жигули-8, столкновение с Газелью",55.7796332,37.6317532
rI9gYxmhGXY,Дорожный патруль (06.07.2001),06.07.2001,https://www.youtube.com/watch?v=rI9gYxmhGXY,https://www.youtube.com/watch?v=rI9gYxmhGXY&t=236s,00:03:56,"Большая филёвская улица, дом 11, Москва","Большая Филёвская улица, Фили, район Филёвский Парк, Москва, Центральный федеральный округ, 121309, Россия",ДТП,"МАЗ врезался в Жигули-4 и Ниву, микроавтобус Газель столкнулся",55.7490783,37.5009538
rI9gYxmhGXY,Дорожный патруль (06.07.2001),06.07.2001,https://www.youtube.com/watch?v=rI9gYxmhGXY,https://www.youtube.com/watch?v=rI9gYxmhGXY&t=309s,00:05:09,"Проспект Мира, дом 85, Москва","85, Проспект Мира (дублёр), Останкинский район, Москва, Центральный федеральный округ, 129085, Россия",ДТП,"Nissan потерял управление, столкнулся с Жигулями-9 и -4",55.8028745,37.6352329
rI9gYxmhGXY,Дорожный патруль (06.07.2001),06.07.2001,https://www.youtube.com/watch?v=rI9gYxmhGXY,https://www.youtube.com/watch?v=rI9gYxmhGXY&t=414s,00:06:54,"Ленинградское шоссе, словская улица, Москва","Ленинградское шоссе, Новосёлки, Молжаниновский район, Новоподрезково, Москва, Центральный федеральный округ, 141408, Россия",ДТП,Нива врезалась в грузовик аварийной службы при ремонте дороги,55.931389,37.3775133
XoHr0mfSvK4,Дорожный патруль (07.07.2001),07.07.2001,https://www.youtube.com/watch?v=XoHr0mfSvK4,https://www.youtube.com/watch?v=XoHr0mfSvK4&t=3s,00:00:03,"Кавказский бульвар, дом 18, Москва","18, Кавказский бульвар, район Царицыно, Москва, Центральный федеральный округ, 115477, Россия",ДТП,"Ока столкнулась с Жигулями-4, перевернулась, женщина-инвалид пострадала",55.6317361,37.6662746
XoHr0mfSvK4,Дорожный патруль (07.07.2001),07.07.2001,https://www.youtube.com/watch?v=XoHr0mfSvK4,https://www.youtube.com/watch?v=XoHr0mfSvK4&t=123s,00:02:03,"Улица Маршала Захарова, дом 56, квартира 1, Москва","улица Маршала Захарова, район Орехово-Борисово Северное, Москва, Центральный федеральный округ, 115569, Россия",криминал,"Убийство квартиранта Геннадия Макеева (32 года), ножевые ранения в сердце",55.620954,37.6981741
XoHr0mfSvK4,Дорожный патруль (07.07.2001),07.07.2001,https://www.youtube.com/watch?v=XoHr0mfSvK4,https://www.youtube.com/watch?v=XoHr0mfSvK4&t=342s,00:05:42,"Ленинский проспект, детский сад 216, беседка, Москва","Ленинский проспект, Третье транспортное кольцо, Гагаринский район, Москва, Центральный федеральный округ, 119334, Россия",криминал,Убийство Алексея Троицкого избиением при алкогольном конфликте,55.7076167,37.5862116
XoHr0mfSvK4,Дорожный патруль (07.07.2001),07.07.2001,https://www.youtube.com/watch?v=XoHr0mfSvK4,https://www.youtube.com/watch?v=XoHr0mfSvK4&t=415s,00:06:55,"73-й км Московской кольцевой автодороги, Москва",,ДТП,"Жигули-7 столкнулась с цементовозом Камаза, Жигули перевернулась",,
_PQ67TfH3aw,Дорожный патруль (09.07.2001),09.07.2001,https://www.youtube.com/watch?v=_PQ67TfH3aw,https://www.youtube.com/watch?v=_PQ67TfH3aw&t=3s,00:00:03,"Ярославское шоссе, дом 26, Москва","Московский государственный строительный университет, 26, Ярославское шоссе (дублёр), Ярославский район, Москва, Центральный федеральный округ, 129337, Россия",ДТП,"Жигули-7 столкнулась с Audi, подрезаны слева",55.856067,37.6954835
